awb,breadth,buyer_city,buyer_pin,cancelled_date,current_status,delivered_date,delivery_attempt_count,dispatch_date,heavy,height,last_mile_arrival_date,last_modified,length,order_created_date,order_id,price,product_category,product_id,product_name,product_price,product_qty,promised_date,return_cause,reverse_logistics_booked_date,reverse_logistics_date,reverse_logistics_delivered_date,rto_date,rto_delivered_date,seller_city,seller_pin,shipper_confirmation_date,shipper_name,shipping_cost,weight
590797,22,$$,84605,,DEL,,1,19-12-2015 13:12,TRUE,33,,22-12-2015 19:47,57,02-12-2015 12:56,0f0eb39e-70a3-478a-828f-13f59f4387f4,xxx,Luggage,ae3dd1ac-23cc-435f-ad28-1494ca77eea2,Charming Charlie Silver Metal Analog Round Shape Watch For Men,393673,25,22-12-2015 13:27,,,,,,,Lake Olar,40335,13-12-2015 22:31,SHPR37,888,87
526036,52,$$,84605,,DEL,20-12-2015 23:13,1,18-12-2015 13:15,FALSE,95,20-12-2015 05:03,12-12-2015 18:04,25,12-12-2015 12:19,314f3ae3-1158-42c4-8ce8-dc3602dd8548,xxx,Decoratives,3c8b3126-bcda-4e6f-b9d8-86a1461a246e,e-vastram Cotton Saree,393673,14,22-12-2015 18:25,,,,,,,Lake Olar,40335,15-12-2015 13:19,SHPR38,888,87
192737,93,$$,84605,,DEL,,6,18-12-2015 07:01,FALSE,40,20-12-2015 10:20,16-12-2015 02:23,50,14-12-2015 07:33,a126a9e5-5c22-4bd4-a273-f7425bd80756,xxx,ComputersandPeripherals,71c4cb30-d490-4287-8b94-6e79e66b05e8,Store Nyn Black Men's Slip-on Office Shoes (Size: 10),393673,12,20-12-2015 23:03,,,,,,,Lake Olar,40335,15-12-2015 02:15,SHPR39,888,87
322091,27,$$,84605,,DEL,,2,11-12-2015 23:18,TRUE,52,17-12-2015 06:27,24-12-2015 09:26,36,09-12-2015 06:02,05ed624f-89d7-41e7-88c1-2a9485b28f80,xxx,PowerBanks,99339955-bd3c-4300-a365-a59f56c49f4d,Sony16GBMicroSDHCCardwithAdapter,393673,38,20-12-2015 15:19,,,,,,,Lake Olar,40335,11-12-2015 05:51,SHPR40,888,87
734347,67,$$,84605,,DEL,18-12-2015 13:55,5,13-12-2015 22:31,FALSE,28,18-12-2015 07:59,24-12-2015 04:45,12,07-12-2015 23:47,7d96fc0f-3196-4fad-91f5-16c76694a069,xxx,Clothing,549992d2-ccd1-4154-929a-cae1bf85c03c,Samsung Galaxy S4 I9500 Metal Aluminum Bumper Frame - Gold,393673,39,18-12-2015 21:06,,,,,,,Lake Olar,40335,11-12-2015 07:43,SHPR41,888,87
586706,85,$$,84605,,DEL,,1,09-12-2015 23:04,FALSE,91,,10-12-2015 05:43,83,06-12-2015 19:59,ecb9502e-1903-4289-9220-216610b7d53d,xxx,Sports,155fb74f-8a65-4371-a22a-8596a52d0051,Redex Non Metal Wayfarer Sunglasses (Size: Medium),393673,33,21-12-2015 10:42,,,,,,,Lake Olar,40335,07-12-2015 22:17,SHPR42,888,87
553418,87,$$,84605,,DEL,20-12-2015 14:32,2,14-12-2015 12:31,FALSE,47,19-12-2015 14:39,11-12-2015 06:22,11,01-12-2015 13:45,8658711d-9873-4ad9-968e-61f5bdbcf0a8,xxx,Tablets,4f2d5481-3de1-4996-8658-2376cf065703,Ragini Sarees Blue Embroidered Faux Chiffon Saree With Blouse Piece,393673,6,22-12-2015 09:09,,,,,,,Lake Olar,40335,05-12-2015 10:41,SHPR43,888,87
817087,42,$$,84605,,DEL,,1,16-12-2015 18:31,FALSE,92,16-12-2015 23:40,12-12-2015 04:10,79,10-12-2015 17:45,10dbe105-3ade-4fa8-a161-464086141a2f,xxx,PowerBanks,806b905d-f951-4502-a80b-895b8cf1a69d,Titan Orion Men's Watches,393673,7,20-12-2015 19:01,,,,,,,Lake Olar,40335,14-12-2015 02:58,SHPR44,888,87
919384,22,$$,84605,,DEL,,1,,TRUE,1,,04-12-2015 10:07,48,13-12-2015 10:32,4a6e6978-a579-480d-a1bf-2bb0c485bfc1,xxx,PowerBanks,fd6955f2-3b49-4597-ad6e-aaf59a300baa,Joe Black Gradient Grey Aviator Sunglasses,393673,6,,damaged_product,12-12-2015 00:56,08-12-2015 00:48,04-12-2015 07:50,,,Lake Olar,40335,,SHPR45,888,87
159413,81,$$,84605,,DEL,,1,19-12-2015 19:59,FALSE,87,20-12-2015 22:03,01-12-2015 13:11,23,04-12-2015 11:05,abba065c-49b7-43a3-bae4-7957a3dbb00e,xxx,Mobiles,2469187f-d890-4ef0-834c-9397ad781e02,Fastrack Economy NB748PP02 Men's Watch,393673,32,22-12-2015 17:39,order_cancelled,,,,19-12-2015 00:45,23-12-2015 01:44,Lake Olar,40335,14-12-2015 18:03,SHPR46,888,87
680934,54,$$,84605,,DEL,,1,,FALSE,93,,15-12-2015 19:22,77,07-12-2015 20:52,075d99a0-c06b-46ce-a9c2-f4eb05c91ad1,xxx,Sports,76f2adc4-e047-4c98-9d2b-74e589025a71,BLACK BL1036 Black/Blue Aviator Sunglasses,393673,14,22-12-2015 02:17,,,,,,,Lake Olar,40335,,SHPR47,888,87
827820,33,$$,84605,,DEL,,1,20-12-2015 07:58,FALSE,72,20-12-2015 13:49,16-12-2015 12:47,86,12-12-2015 16:07,cc072985-275d-4a84-8b9f-c9a182eacafd,xxx,Mobiles,6e1eeb32-e37c-42d1-ba27-0a6b0636b366,Aisha Multicolour Georgette Sarees Unstitch Blouse Piece  Pack Of 5,393673,22,20-12-2015 17:21,incorrect_address,,,,01-12-2015 05:16,06-12-2015 10:13,Lake Olar,40335,16-12-2015 10:32,SHPR48,888,87
504638,66,$$,84605,,DEL,,1,10-12-2015 23:17,FALSE,87,15-12-2015 03:28,04-12-2015 16:37,73,02-12-2015 18:33,ab6969f5-da49-4678-a9d2-1662324beee1,xxx,Luggage,5f50371f-bfe4-4a33-8949-39c126dd77f2,Sandisk Cruzer Blade 16gb Pen Drive - Pack Of 4,393673,37,20-12-2015 03:30,,,,,,,Lake Olar,40335,08-12-2015 02:35,SHPR49,888,87
110461,6,$$,84605,,DEL,,1,,TRUE,79,,07-12-2015 17:03,61,12-12-2015 19:31,9c6368fd-5a2b-463d-b58b-826c76eee26c,xxx,Decoratives,0c2c7289-440b-4c00-88b8-530bde4b4aef,Sonata 7988PP02 Men's Watch,393673,32,,does_not_fit,16-12-2015 00:45,27-12-2015 21:18,21-12-2015 09:06,,,Lake Olar,40335,,SHPR50,888,87
193283,67,$$,84605,,DEL,,1,,TRUE,50,,14-12-2015 19:13,36,08-12-2015 14:30,7add7577-43b6-4900-a910-c7a5ec002d41,xxx,PowerBanks,b29e3e20-f167-4c0e-8931-b77d5599a24d,BLACK BL1036 GreyBlue Aviator Sunglasses,393673,3,21-12-2015 20:23,,,,,,,Lake Olar,40335,,SHPR51,888,87
953475,2,$$,84605,,DEL,,1,20-12-2015 04:24,TRUE,7,21-12-2015 18:21,08-12-2015 06:44,93,14-12-2015 07:41,a01bb034-4fb7-4534-b37e-474e69a1819d,xxx,Luggage,324c82a0-51c2-467e-beee-d89b743d2a84,Sonata 7987SM03 Men's Watch,393673,15,22-12-2015 18:52,,,,,,,Lake Olar,40335,17-12-2015 22:21,SHPR52,888,87
774804,33,$$,84605,,DEL,,1,15-12-2015 12:05,FALSE,69,20-12-2015 15:14,18-12-2015 18:25,21,10-12-2015 16:59,73d23227-9c57-4e2c-812f-17e8cbcbbca5,xxx,Luggage,d40023f7-6071-47cb-a653-c50c77a3643f,Ishin Prints Orange Embroidered Cotton Saree With Blouse Piece,393673,24,22-12-2015 09:05,,,,,,,Lake Olar,40335,14-12-2015 12:34,SHPR53,888,87
849531,56,$$,84605,,DEL,,1,,FALSE,79,,12-12-2015 01:49,19,05-12-2015 20:18,2820ce78-29b6-4fd2-9915-77848641f90c,xxx,Sports,49e56557-91c7-4415-bbc9-4b28dfca61bd,Ultimate Women Black Ankle Shoes (Size: 38 EU),393673,2,21-12-2015 08:37,,,,,,,Lake Olar,40335,,SHPR54,888,87
506544,85,$$,84605,,DEL,,1,20-12-2015 07:34,FALSE,69,20-12-2015 08:24,05-12-2015 19:51,62,07-12-2015 23:33,b6cbbb40-79b0-439c-9325-d6e8ae15d20b,xxx,Sports,c5c2c6d0-6264-4e47-b37e-40b060173c3a,DLink 300 Mbps ADSL Wireless Router DSL2750U,393673,31,21-12-2015 17:15,order_cancelled,,,,07-12-2015 12:52,13-12-2015 01:34,Lake Olar,40335,15-12-2015 19:33,SHPR55,888,87
766587,71,$$,84605,,DEL,19-12-2015 16:03,1,13-12-2015 23:28,TRUE,51,14-12-2015 08:04,10-12-2015 08:08,86,13-12-2015 11:59,b3be4556-7819-47de-8aa2-cf182cd9ba19,xxx,PowerBanks,c495b6e8-05bf-404b-90ef-0b0c6c95d0d7,Shield High Quality Altra Clear Tempered Glass Screen Protector For Htc Desire 816,393673,15,16-12-2015 22:22,,,,,,,Lake Olar,40335,13-12-2015 20:38,SHPR56,888,87
661410,1,$$,84605,,DEL,,6,,TRUE,35,,04-12-2015 23:42,62,05-12-2015 16:12,396cbd0b-bf9b-4fcc-8b74-a2a84ed36c38,xxx,Decoratives,3b7e527a-5287-449c-beee-7056fc33247a,Sonata 7998SM02 Men's Watch,393673,14,22-12-2015 10:23,,,,,,,Lake Olar,40335,,SHPR57,888,87
630343,21,$$,84605,,DEL,,1,20-12-2015 17:41,TRUE,31,21-12-2015 13:06,11-12-2015 16:06,80,14-12-2015 07:03,aa34e958-39f1-4f9f-959f-c145729511d2,xxx,ComputersandPeripherals,79d7b9d7-d998-4b12-8fa8-951353aef879,Pittsburgh Polo Club PBPC-323-SS-WHT Men Watch,393673,34,22-12-2015 04:49,,,,,,,Lake Olar,40335,14-12-2015 18:46,SHPR58,888,87
589232,84,$$,84605,,DEL,,1,16-12-2015 12:30,FALSE,53,18-12-2015 10:37,04-12-2015 14:47,82,09-12-2015 13:31,ff93ad52-6895-4a76-9d9d-09b1ccaf5f18,xxx,Furnishing,1ed18bff-f760-4931-9dc5-3b9cdb41e66c,Goyal Silk Mills Multi Printed Bhagalpuri Silk Saree With Blouse Piece,393673,38,20-12-2015 18:48,incorrect_address,,,,09-12-2015 01:44,18-12-2015 15:29,Lake Olar,40335,09-12-2015 16:34,SHPR59,888,87
585192,81,$$,84605,,DEL,,1,,TRUE,39,,19-12-2015 12:40,92,02-12-2015 07:10,b373678d-6b49-47f2-a117-cc4772ed8e9d,xxx,Clothing,886d393f-1c27-447c-aa4f-92b4143ac3ce,V.j.tex Pink Designer Faux Chiffon Border Work Saree,393673,6,21-12-2015 10:31,,,,,,,Lake Olar,40335,,SHPR60,888,87
428485,72,$$,84605,,DEL,20-12-2015 21:47,1,19-12-2015 02:36,TRUE,79,19-12-2015 22:09,14-12-2015 11:11,47,07-12-2015 07:42,3e3fcc4b-c89f-48cf-9661-5e8924bed2c8,xxx,Furnishing,c663f033-1a43-41d4-b531-5cc928fe03f7,RICO SORDI Mens Black Steel Watch with Sunglass and Wallet Combo,393673,27,22-12-2015 08:23,,,,,,,Lake Olar,40335,09-12-2015 23:55,SHPR61,888,87
504973,72,$$,84605,,DEL,,6,,TRUE,52,,20-12-2015 02:41,34,14-12-2015 12:07,81d337d6-d946-4a00-bb1a-8438fd99f2ed,xxx,Mobiles,9f70ca65-c08b-44c3-a51a-15267d72419f,Joe Black JB-6280-C1 Sunglasses,393673,39,,defective_product,26-12-2015 19:42,23-12-2015 05:30,17-12-2015 10:20,,,Lake Olar,40335,,SHPR62,888,87
84447,34,$$,84605,,DEL,21-12-2015 23:58,1,20-12-2015 07:57,TRUE,26,21-12-2015 09:41,24-12-2015 13:09,80,12-12-2015 23:51,e7b0fda1-5b0b-40fd-8508-e096b83f1dcb,xxx,Luggage,bc64f5df-d25f-4c66-b99f-167724d0db49,Maahika Green Chiffon Saree with Unstitched Blouse,393673,25,22-12-2015 10:13,,,,,,,Lake Olar,40335,15-12-2015 05:52,SHPR63,888,87
146936,79,$$,84605,,DEL,,1,10-12-2015 15:43,TRUE,77,12-12-2015 22:51,01-12-2015 02:32,84,07-12-2015 04:33,a227306a-55ec-4ef5-9a5c-69943beae4dd,xxx,Mobiles,aac8bf6e-1739-4cf1-bdd4-e156f6fba8c7,Black  Wired Gaming Headphones For Xiaomi Mi  Samsung  iPhone  Sony  HTC  LG  One Plus  Micromax  Spice etc,393673,12,15-12-2015 08:48,,,,,,,Lake Olar,40335,09-12-2015 03:25,SHPR64,888,87
